text,published_at,cleaned,sentiment
기아는 아무리 선발 빨리 내렸어도 올라오는 투수마다 전부 방어율이 10점대네 ㅋㅋ,2025-07-08T14:29:29Z,기아는 아무리 선발 빨리 내렸어도 올라오는 투수마다 방어율이 10점대네 ㅋㅋ,negative
영철이는 선발 어렵겠다,2025-07-08T14:29:16Z,영철이는 선발 어렵겠다,negative
임기영.... 늙었구나...,2025-07-08T14:28:48Z,임기영 늙었구나,neutral
죽이되든밥이되든 윤영철로 끌고 가야 했다..오늘 윤영철 안 좋았지만 그래도 배팅볼 투수 이형범 임기영 보단 점수는 안 줬다 확실하다 ..임기영은 왜 15억 이나 줬는지 지금도 이해불가다..,2025-07-08T14:27:43Z,죽이되든밥이되든 윤영철로 끌고 가야 했다오늘 윤영철 안 좋았지만 배팅볼 투수 이형범 임기영 보단 점수는 안 줬다 확실하다 임기영은 15억 이나 줬는지 지금도 이해불가다,neutral
직구가 130키로대에 변화구가 120키로대.. 윤영철 도대체 머냐... 어쩌다 저수준이 선발이냐고...,2025-07-08T14:27:42Z,직구가 130키로대에 변화구가 120키로대 윤영철 도대체 머냐 어쩌다 저수준이 선발이냐고,negative
"동주 고생했고
50승 이글스 사랑해",2025-07-08T14:27:37Z,동주 고생했고 50승 이글스 사랑해,positive
리베라토가 한화의 막힌 혈을 풀어준 것 같음,2025-07-08T14:27:12Z,리베라토가 한화의 막힌 혈을 풀어준 같음,negative
ㅈㄴ짜증나는 경기임,2025-07-08T14:26:47Z,ㅈㄴ짜증나는 경기임,neutral
기아 코시 우승vs최원준10-10,2025-07-08T14:26:18Z,기아 코시 우승vs최원준1010,positive
한화미쳤다~~~~~~🎉🎉🎉🎉🎉🎉🎉,2025-07-08T14:26:03Z,한화미쳤다,negative
임기영은 fa뮈하러잡아가지고 에휴 이형범 김대유 최지민 이우성 변우혁 김건국 이런애들은 정리좀해라 좋은선수들 많은데,2025-07-08T14:25:59Z,임기영은 fa뮈하러잡아가지고 에휴 이형범 김대유 최지민 이우성 변우혁 김건국 이런애들은 정리좀해라 좋은선수들 많은데,neutral
심우준 선수!! 살아나는 모습 정말 감동입니다!!!~~~♡♡♡,2025-07-08T14:25:54Z,심우준 선수 살아나는 모습 정말 감동입니다,positive
윤영철 임기영은 이제 그만보고 싶다. 이의리 돌아오면 윤영철 트레이드 고고. 윤영철은 노력을 전혀하지 않는것 같아 구속도 안들고 제구도 그지 같고,2025-07-08T14:25:49Z,윤영철 임기영은 이제 그만보고 싶다 이의리 돌아오면 윤영철 트레이드 고고 윤영철은 노력을 전혀하지 않는것 같아 구속도 안들고 제구도 그지 같고,neutral
"기아를 털다니 
한화포비아 생기겠다
이런 존재가 되다니 머선129",2025-07-08T14:25:49Z,기아를 털다니 한화포비아 생기겠다 존재가 되다니 머선129,neutral
"그래도 위즈덤 선수 만루홈런~~~ 
끝까지 포기하지않는경기
내일 이겨봅시다 🎉🎉🎉🎉",2025-07-08T14:25:28Z,위즈덤 선수 만루홈런 끝까지 포기하지않는경기 내일 이겨봅시다,neutral
"윤영철은 그냥 배팅볼 수준  선발감이 아님
그냥 불펜으로 돌리고 황동하 이의리 넣어라 ㅋ
윤영철은 선발에서 살아남기 힘듬",2025-07-08T14:25:00Z,윤영철은 그냥 배팅볼 수준 선발감이 아님 그냥 불펜으로 돌리고 황동하 이의리 넣어라 ㅋ 윤영철은 선발에서 살아남기 힘듬,neutral
이러다가 임기영 방출되는 거 아냐?,2025-07-08T14:24:49Z,이러다가 임기영 방출되는 거 아냐,negative
10:25 박민 수비는 진짜 메이져급이네,2025-07-08T14:24:30Z,1025 박민 수비는 진짜 메이져급이네,negative
상백아 우규민 나오냐 ㅡㅡ,2025-07-08T14:23:29Z,상백아 우규민 나오냐 ㅡㅡ,negative
나기아팬이지만  한화 축하함 올해에는 한화가 우승하길 빌어보아요,2025-07-08T14:23:23Z,나기아팬이지만 한화 축하함 올해에는 한화가 우승하길 빌어보아요,neutral
시환아 이제 살아나자~ㅋㅋ 리트리버는 리얼이 대신 남아야것네~ㅋㅋ,2025-07-08T14:22:48Z,시환아 이제 살아나자ㅋㅋ 리트리버는 리얼이 대신 남아야것네ㅋㅋ,negative
탱구는 이제 우익수도 못하고 1루수도 못하네,2025-07-08T14:21:50Z,탱구는 이제 우익수도 못하고 1루수도 못하네,neutral
뭐여 기아 투수들 단체로 올스타 홈런레이스 배팅볼 연습 하는겨? 끝도없이 뚜드려 맞네 ㅋㅋㅋㅋ,2025-07-08T14:21:46Z,뭐여 기아 투수들 단체로 올스타 홈런레이스 배팅볼 연습 하는겨 끝도없이 뚜드려 맞네 ㅋㅋㅋㅋ,neutral
내 특별히 인정한다 ㅉ 😂,2025-07-08T14:21:41Z,내 특별히 인정한다 ㅉ,positive
10:26 와우~ 수비 지렸다 ㄷㄷ,2025-07-08T14:21:35Z,1026 와우 수비 지렸다 ㄷㄷ,neutral
김종수는 안되겠네요 거기에서 만루홈런이라니요,2025-07-08T14:21:33Z,김종수는 안되겠네요 거기에서 만루홈런이라니요,negative
"윤영철은 선발감이 아니다 
한화  한테 충분히 발린다",2025-07-08T14:21:21Z,윤영철은 선발감이 아니다 한화 한테 충분히 발린다,negative
윤영철은 왜 지가 못던저놓고 항상 울먹거리는거임? ㅋㅋㅋㅋㅋㅋㅋㅋ동정심 유발 ㅈ되네 공 치기 딱좋은데ㅋㅋㅋㅋ,2025-07-08T14:21:15Z,윤영철은 지가 못던저놓고 항상 울먹거리는거임 ㅋㅋㅋㅋㅋㅋㅋㅋ동정심 유발 ㅈ되네 공 치기 딱좋은데ㅋㅋㅋㅋ,negative
김태연은 나올때마다 실책을 안할때가 없네 타격보단 실책이 더 큼,2025-07-08T14:21:11Z,김태연은 나올때마다 실책을 안할때가 없네 타격보단 실책이 더 큼,neutral
내일은 그냥 불펜 아끼게 상백이군이 몇실점을 하든 내버려 둡시다,2025-07-08T14:21:10Z,내일은 그냥 불펜 아끼게 상백이군이 몇실점을 하든 내버려 둡시다,neutral
기아 새끼들은  투수라고 싸구려 만데려다 팔아먹으려고 노력하냐 저질투수,2025-07-08T14:21:10Z,기아 새끼들은 투수라고 싸구려 만데려다 팔아먹으려고 노력하냐 저질투수,neutral
비브라늄아 끝까지 가자!!!!!!!!,2025-07-08T14:21:09Z,비브라늄아 끝까지 가자,negative
낼 상백이라 기운 받으세요~,2025-07-08T14:20:57Z,낼 상백이라 기운 받으세요,positive
"이 경기 해설이 누구인가요?
전문성이 잘 안 느껴집니다. ㅜㅜ",2025-07-08T14:20:18Z,경기 해설이 누구인가요 전문성이 잘 안 느껴집니다 ㅜㅜ,positive
해설하시는분들 항상 고맙습니다!!,2025-07-08T14:20:10Z,해설하시는분들 항상 고맙습니다,neutral
5회 이전에 상대 선발 상대로 타선에서 이렇게 시원한 경기를 했던게 이번 시즌 처음인 것 같네,2025-07-08T14:20:02Z,5회 이전에 상대 선발 상대로 타선에서 이렇게 시원한 경기를 했던게 시즌 처음인 같네,positive
볼넷 만 처 주다가 안타 처 맞고 ㅉㅉ,2025-07-08T14:19:03Z,볼넷 만 처 주다가 안타 처 맞고 ㅉㅉ,negative
사이다씨...딱 대,2025-07-08T14:18:49Z,사이다씨딱 대,positive
"이겨서 좋은데 3경기 나눠서 내야할점수를 한경기에 몰아서 내는 바람에 수,목 경기는 또 손에 땀을 쥐며 봐야 하는구나.",2025-07-08T14:18:45Z,이겨서 좋은데 3경기 나눠서 내야할점수를 한경기에 몰아서 내는 바람에 수목 경기는 손에 땀을 쥐며 봐야 하는구나,neutral
패전전문 임기영 나왓으면 경기포기지,2025-07-08T14:18:40Z,패전전문 임기영 나왓으면 경기포기지,negative
한국시리즈가면 기아우승,2025-07-08T14:17:50Z,한국시리즈가면 기아우승,positive
"오늘 기아 직관팬 여러분~~~ 
지는데도 끝까지 응원하시는거 감동 😊
감사합니다~~ 🎉🎉🎉 
오늘 넘 아쉬운경기였지만
내일도 기아선수분들~~~  응원할게요",2025-07-08T14:17:44Z,오늘 기아 직관팬 지는데도 끝까지 응원하시는거 감동 감사합니다 오늘 넘 아쉬운경기였지만 내일도 기아선수분들 응원할게요,neutral
"오늘 정말 전원안타 너무너무 좋다~~
문동주 선수 그래도 5회까지 막아주어~~고맙다~~
50승 축하합니다~~
최강한화 화이팅~",2025-07-08T14:17:40Z,오늘 정말 전원안타 너무너무 좋다 문동주 선수 5회까지 막아주어고맙다 50승 축하합니다 최강한화 화이팅,neutral
1위팀의 경기력을 보여줬다😊😊😊,2025-07-08T14:17:38Z,1위팀의 경기력을 보여줬다,positive
우리종수 어쩌냐.. 휴,2025-07-08T14:17:38Z,우리종수 어쩌냐,neutral
김종수는 오늘 크게 이기고 있어서 다행이지 1점2점차이였으면 큰일날뻔,2025-07-08T14:17:36Z,김종수는 오늘 크게 이기고 있어서 다행이지 1점2점차이였으면 큰일날뻔,neutral
김종수땜에 약간빡친 분들 손,2025-07-08T14:17:24Z,김종수땜에 약간빡친 분들 손,negative
종수 모지리 핵 수소 폭탄,2025-07-08T14:16:45Z,종수 모지리 핵 수소 폭탄,negative
"플로리얼 김종수 김태연하고, 타구단 국내 외야수랑 바꿀구단 찾습니다..",2025-07-08T14:16:38Z,플로리얼 김종수 김태연하고 타구단 국내 외야수랑 바꿀구단 찾습니다,neutral
노시환 4번 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-07-08T14:16:15Z,노시환 4번 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,positive
한화 이미 2020시즌 최종 승수보다 4승 더한 상태임 ㅋㅋㅋㅋㅋㅋ,2025-07-08T14:16:09Z,한화 이미 2020시즌 최종 승수보다 4승 더한 상태임 ㅋㅋㅋㅋㅋㅋ,positive
한대 쳤냐?그럼 두대 맞아라...이런 공격이 가능한 한화라니 ㅋㅋㅋ,2025-07-08T14:15:24Z,한대 쳤냐그럼 두대 맞아라이런 공격이 가능한 한화라니 ㅋㅋㅋ,negative
"승리가 익숙해져서 자꾸 1승에 감동이 없네 이러면 안되는 데

우리 타자들 요새
케이리그데몬히터스",2025-07-08T14:15:10Z,승리가 익숙해져서 자꾸 1승에 감동이 없네 이러면 안되는 데 타자들 요새 케이리그데몬히터스,negative
김종수 김태연 느그가 그럼 그렇지.. ㅉㅉㅉ,2025-07-08T14:15:03Z,김종수 김태연 느그가 ㅉㅉㅉ,negative
이범호 명장 병 걸렸나? 3회에 선발 조기강판 시키고 패배조 내보내는건 머냐?그럴려면 그냥 좀 더 던지게 하는게 맞는게 아닌가?잡을려면 필승조를 내보내던지,2025-07-08T14:14:58Z,이범호 명장 병 걸렸나 3회에 선발 조기강판 시키고 패배조 내보내는건 머냐그럴려면 그냥 더 던지게 하는게 맞는게 아닌가잡을려면 필승조를 내보내던지,neutral
윤.  형.  철!!  고교야구로. 가라!!,2025-07-08T14:14:48Z,윤 형 철 고교야구로 가라,neutral
진짜 한화 강해졌네...올시즌 진짜 우승 적기인가,2025-07-08T14:14:24Z,진짜 한화 강해졌네올시즌 진짜 우승 적기인가,positive
"땅달이 숏다리 볼스피드 150이하 개판인애들은 투수하지마라
노력도 개선의지도 프로자격없다
만루만들어서 만루홈런 쳐맞는게 투수냐?",2025-07-08T14:14:18Z,땅달이 숏다리 볼스피드 150이하 개판인애들은 투수하지마라 노력도 개선의지도 프로자격없다 만루만들어서 만루홈런 쳐맞는게 투수냐,neutral
"오늘은 확실히 투수들의 싸움과 수비실책으로 승패가 갈리는 경기였음...ㄷㄷ
양팀 모든 타자들이 다 잘침 진짜...
안타 개수가 한화 16개, 기아 15개면...",2025-07-08T14:14:09Z,오늘은 확실히 투수들의 싸움과 수비실책으로 승패가 갈리는 경기였음ㄷㄷ 양팀 모든 타자들이 다 잘침 진짜 안타 개수가 한화 16개 기아 15개면,neutral
이게 원래 영철이 ㅇㅇ,2025-07-08T14:13:54Z,이게 원래 영철이 ㅇㅇ,neutral
불빠따구먼.. ㅎㅎㅎㅎㅎ,2025-07-08T14:13:21Z,불빠따구먼 ㅎㅎㅎㅎㅎ,negative
이범호 이ㅅㅋ는 3회에 경기를 포기해버리네 윤영철을 내렸으면 추격조를 올리던가 김대유 이형범 폐급투수를 올리네 최소한 저기응원하러간 팬들도 좀생각해라임마,2025-07-08T14:13:06Z,이범호 이ㅅㅋ는 3회에 경기를 포기해버리네 윤영철을 내렸으면 추격조를 올리던가 김대유 이형범 폐급투수를 올리네 최소한 저기응원하러간 팬들도 좀생각해라임마,neutral
리젤라또 종신 가자🧡🧡🧡,2025-07-08T14:13:05Z,리젤라또 종신 가자,neutral
기아야!! 그렇게 됐다,2025-07-08T14:13:03Z,기아야 그렇게 됐다,positive
내일 엄데이 하이라이트는 하루 거르고 모레 올게요,2025-07-08T14:12:59Z,내일 엄데이 하이라이트는 하루 거르고 모레 올게요,neutral
스윕한다고 설레발 떨던 개아팬들 어디갔노 ㅋㅋ,2025-07-08T14:12:35Z,스윕한다고 설레발 떨던 개아팬들 어디갔노 ㅋㅋ,negative
투고타저의 한화가 타선이 살아난다? 이건 못막죠,2025-07-08T14:12:33Z,투고타저의 한화가 타선이 살아난다 이건 못막죠,negative
문동주 너무 선발 잘해줬고! 야수들 타석에서 시원하게 터트려줘서 고맙네요. 무엇보다 이원석 1번 테이블세터로 공 잘봐서 볼넷출루로 흔들고 주루까지 성장하는게 보인다. 무더운 날씨에 한&기 선수들 수고하셨어요(최형우선수 부상아니길),2025-07-08T14:12:28Z,문동주 너무 선발 잘해줬고 야수들 타석에서 시원하게 터트려줘서 고맙네요 무엇보다 이원석 1번 테이블세터로 공 잘봐서 볼넷출루로 흔들고 주루까지 성장하는게 보인다 무더운 날씨에 한기 선수들 수고하셨어요최형우선수 부상아니길,neutral
상백아.... 우준이도 슬슬 터지는데 너도 낼은 한번 긁어  보자  기대한다,2025-07-08T14:11:47Z,상백아 우준이도 슬슬 터지는데 너도 낼은 한번 긁어 보자 기대한다,positive
기아가 만만치 않은데...아주 맹폭을 했네...굿~,2025-07-08T14:11:44Z,기아가 만만치 않은데아주 맹폭을 했네굿,negative
근데 문동주 구속 무슨일임?,2025-07-08T14:11:36Z,근데 문동주 구속 무슨일임,neutral
"내일은 그냥 기아승이다 미리 추카한다 
내일 기아가 승 못하면 가을 야구 꿈도 꾸지 말어라 엄상백은 1승도실력이 아닌 개뽀록이다 타팀들 엄상백을 1회부터 홈런치고 안타치고 1회에 그냥 넘어간적이 단 한번도 없었다 기아가 1회에 3점 이상 못 뽑으면 이겨도 이긴것이 아니다 엄상백은 졸라 못해서 기아가 4회 정도에 강판시켜야 이긴걸루 치겠다 5회 이상 엄상백이 던지면 기아는 가을야구갈 자격이 없는것만 알고 있어라",2025-07-08T14:11:14Z,내일은 그냥 기아승이다 미리 추카한다 내일 기아가 승 못하면 가을 야구 꿈도 꾸지 말어라 엄상백은 1승도실력이 아닌 개뽀록이다 타팀들 엄상백을 1회부터 홈런치고 안타치고 1회에 그냥 넘어간적이 단 한번도 없었다 기아가 1회에 3점 못 뽑으면 이겨도 이긴것이 아니다 엄상백은 졸라 못해서 기아가 4회 정도에 강판시켜야 이긴걸루 치겠다 5회 엄상백이 던지면 기아는 가을야구갈 자격이 없는것만 알고 있어라,neutral
이재원 발 존나 느리네 ㅎㅎ,2025-07-08T14:11:10Z,이재원 발 존나 느리네 ㅎㅎ,negative
항상 김종수만 나옴 불안해지는건 뭘까,2025-07-08T14:11:02Z,항상 김종수만 나옴 불안해지는건 뭘까,negative
"기아 키스톤들 ㅁㅊㄷ... 오늘 지긴 했지만... 그래도 박민, 김규성 좋은 수비에 기분 조금이라도 좋아짐...",2025-07-08T14:10:52Z,기아 키스톤들 ㅁㅊㄷ 오늘 지긴 했지만 박민 김규성 좋은 수비에 기분 조금이라도 좋아짐,positive
기아 투수들은 어떻게 하나 같이 배팅볼만 던지냐?,2025-07-08T14:10:39Z,기아 투수들은 배팅볼만 던지냐,neutral
최강한화,2025-07-08T14:10:36Z,최강한화,positive
최재훈이 진짜 너무 잘해줌.. 요즘 심우준 멀티히트 예뻐죽겠고 ㅠㅠ 오늘 병살은 많이 먹었어도 예뻐죽겠다 만루홈런 맞아도 기분이 이렇게 좋을 수가.. 사랑한다 최강한화🧡🍀,2025-07-08T14:10:15Z,최재훈이 진짜 너무 잘해줌 요즘 심우준 멀티히트 예뻐죽겠고 ㅠㅠ 오늘 병살은 많이 먹었어도 예뻐죽겠다 만루홈런 맞아도 기분이 이렇게 좋을 수가 사랑한다 최강한화,positive
내일 이글스파크앞에서 기우제 지낼 파티원 구함,2025-07-08T14:10:02Z,내일 이글스파크앞에서 기우제 지낼 파티원 구함,positive
"엄상백은 서산에 안가고~
덕아웃에서~뭐하냐!!!
지금 덕아웃에서 히덕거릴때냐!!!
서산에 가서 밤새도록 연습해라~~",2025-07-08T14:09:57Z,엄상백은 서산에 안가고 덕아웃에서뭐하냐 지금 덕아웃에서 히덕거릴때냐 서산에 가서 밤새도록 연습해라,neutral
"내일은 상백이 선발이네😢
하루 쉬어갑시다~",2025-07-08T14:09:46Z,내일은 상백이 선발이네 하루 쉬어갑시다,neutral
김태연 그만보고싶다 제발,2025-07-08T14:09:34Z,김태연 그만보고싶다 제발,negative
김태연 실책이 만루홈런까지 연결되네 ㅡㅡ,2025-07-08T14:09:23Z,김태연 실책이 만루홈런까지 연결되네 ㅡㅡ,negative
임기영  방출,2025-07-08T14:09:22Z,임기영 방출,positive
오늘 왜이러니 한화야 점수 너무 많이 낸거 아냐?,2025-07-08T14:09:12Z,오늘 왜이러니 한화야 점수 너무 많이 낸거 아냐,negative
기아팬들 한화 엄청 무시하던데 꼬시다 ㅋㅋㅋㅋ,2025-07-08T14:09:08Z,기아팬들 한화 엄청 무시하던데 꼬시다 ㅋㅋㅋㅋ,neutral
오늘 타선 뭐에요~~??❤❤,2025-07-08T14:09:03Z,오늘 타선 뭐에요,positive
아니..감독 오늘 투수 라인 실화냐.. 그럴거면 영철이 믿고 계속 쓰던가. 더 쳐맞는 놈들을 올리면 어쩌라고.. 타자들이 잘 치면 뭐해 투수조가 저따위면 오늘 경기는 질거 생각하고 올렸단 생각밖ㅇㅔ 안든다.,2025-07-08T14:08:40Z,아니감독 오늘 투수 라인 실화냐 그럴거면 영철이 믿고 계속 쓰던가 더 쳐맞는 놈들을 올리면 어쩌라고 타자들이 잘 치면 뭐해 투수조가 저따위면 오늘 경기는 질거 생각하고 올렸단 생각밖ㅇㅔ 안든다,neutral
내일 경기는 엄대양이라 엄대엄이겠네..,2025-07-08T14:08:35Z,내일 경기는 엄대양이라 엄대엄이겠네,positive
작살났구만ㅋ,2025-07-08T14:08:34Z,작살났구만ㅋ,positive
김종수는 프로 수준이 아니네,2025-07-08T14:08:28Z,김종수는 프로 수준이 아니네,neutral
"낼
패상벽이 나오면
걍
스킵하고
골때녀 볼랍니다😅😅😅",2025-07-08T14:08:23Z,낼 패상벽이 나오면 걍 스킵하고 골때녀 볼랍니다,neutral
"김종수는 수준 미달의 선수다 자기가 다른 불펜선수들 수준하고 같다고 생각하나 본데 나올때 마다 이랬음 
그동안 김종수가 싸질러 논 똥 다음 투수들이 해결해서 그런거지 김종수 깔끔하게 던진적 한번도 없었음",2025-07-08T14:08:21Z,김종수는 수준 미달의 선수다 자기가 불펜선수들 수준하고 같다고 생각하나 본데 나올때 마다 이랬음 그동안 김종수가 싸질러 논 똥 투수들이 해결해서 그런거지 김종수 깔끔하게 던진적 한번도 없었음,neutral
황동하 이의리 빨리 왔으면 좋겠다.. 저거 윤영철이 좀 치워라 아오,2025-07-08T14:08:07Z,황동하 이의리 빨리 왔으면 좋겠다 저거 윤영철이 치워라 아오,neutral
내일은 우리가 이기자!!!,2025-07-08T14:07:41Z,내일은 우리가 이기자,positive
"그 지역 애들 왜케 못배워먹었냐? 앞자리에 발올리고 6명이서 한 줄로 같이 다니면서 길 막고 다니고 진짜 ""그"" 냄새난다",2025-07-08T14:07:26Z,지역 애들 왜케 못배워먹었냐 앞자리에 발올리고 6명이서 한 줄로 다니면서 길 막고 다니고 진짜 냄새난다,negative
윤영철은 그냥 방출해라 장난하냐 진짜,2025-07-08T14:07:25Z,윤영철은 그냥 방출해라 장난하냐 진짜,neutral
"엄상백 내일 5,6 이닝 까지 버티면 좋겠지만 4 이닝 까지 만이라도 버텨줘 ㅠㅠ 타선들도 오늘 처럼 만 해줘",2025-07-08T14:07:20Z,엄상백 내일 56 이닝 버티면 좋겠지만 4 이닝 만이라도 버텨줘 ㅠㅠ 타선들도 오늘 처럼 만 해줘,negative
"한화는 중간계투진 정신안차리면 정규리그 1등한다고 해도 한국시리즈 우승어렵다
단기전에서는 한번의 흐름으 하나의 안타로 흐름이 바뀌는데
한화 중간계투는 나오는 선수마다 안타없이 넘어가는 이닝을 거의 보지 못했다
농구에서도 정규리그 우승해놓고 결승 토너먼트에서 무너지는 경우 많아
올해 sk랑 lg가 그랬다  단기전은 상대편을 마음가짐이나 달라진다. 한화는 정말 중간불펜이 문제야 문제 이걸 해결하지 못하면
올해 정규리그 우승해도 절대 한국시리즈 우승못한다 단기전은 응집력인데 정말 답답한 한화중간 필패조",2025-07-08T14:07:07Z,한화는 중간계투진 정신안차리면 정규리그 1등한다고 해도 한국시리즈 우승어렵다 단기전에서는 한번의 흐름으 하나의 안타로 흐름이 바뀌는데 한화 중간계투는 나오는 선수마다 안타없이 넘어가는 이닝을 보지 못했다 농구에서도 정규리그 우승해놓고 결승 토너먼트에서 무너지는 경우 많아 올해 sk랑 lg가 그랬다 단기전은 상대편을 마음가짐이나 달라진다 한화는 정말 중간불펜이 문제야 문제 이걸 해결하지 못하면 올해 정규리그 우승해도 절대 한국시리즈 우승못한다 단기전은 응집력인데 정말 답답한 한화중간 필패조,neutral
내일 엄상백이네 기아 승이다 맘 편히 타팀 경기나 바야겠다 엄상색 이 인간은 1회 부터 두들겨 맞아서 기대감 1도 없음 엄상백하고 계약하자고 나댄 인간 감사에 착수하라고 한화회장에게 멜 보냈다 아마도 엄상백 에이전트하고 짜고 엄상백에게 갈 돈 반은 지가 먹는것이 아닌가 의심 스러움 엄상백이라서 맘 내려놓으니 맘이 안정적이다  기대치도 없고 엄상백 대신 차라리 유망주 신인을 던지게 하자  엄상백에 줄 돈이 아깝긴하지만 어쩌겠어 미래라도 밟게 신인선수들 경험이나 쌓게 해주는게 헐 이익이지 어차피 패 할바에야,2025-07-08T14:06:49Z,내일 엄상백이네 기아 승이다 맘 편히 타팀 경기나 바야겠다 엄상색 인간은 1회 두들겨 맞아서 기대감 1도 없음 엄상백하고 계약하자고 나댄 인간 감사에 착수하라고 한화회장에게 멜 보냈다 아마도 엄상백 에이전트하고 짜고 엄상백에게 갈 돈 반은 지가 먹는것이 아닌가 의심 스러움 엄상백이라서 맘 내려놓으니 맘이 안정적이다 기대치도 없고 엄상백 대신 유망주 신인을 던지게 하자 엄상백에 줄 돈이 아깝긴하지만 어쩌겠어 미래라도 밟게 신인선수들 경험이나 쌓게 해주는게 헐 이익이지 어차피 패 할바에야,neutral
한화가 팀분위기가 너무너무너무 좋네요ㅎ 국내외선수 모두 함박웃음ㅋ,2025-07-08T14:06:47Z,한화가 팀분위기가 너무너무너무 좋네요ㅎ 국내외선수 함박웃음ㅋ,neutral
기아의 설레발~,2025-07-08T14:06:36Z,기아의 설레발,positive
"3회 3:3 49개 던진 윤영철 퀵후크 하고

윤영철보다 아웃카운트 못잡는 김대유 이형범 임기영 투입ㅋㅋ

감독이 돌대가리임 그냥ㅋㅋㅋ",2025-07-08T14:06:35Z,3회 33 49개 던진 윤영철 퀵후크 하고 윤영철보다 아웃카운트 못잡는 김대유 이형범 임기영 투입ㅋㅋ 감독이 돌대가리임 그냥ㅋㅋㅋ,neutral
요즘 진짜 날아다니네...넘 이쁘네 ㅎㅎ,2025-07-08T14:06:14Z,요즘 진짜 날아다니네넘 이쁘네 ㅎㅎ,negative
한화는 그냥 잘되는 집 ㅋㅋ 이유없이 그냥 다 잘풀림. 진짜 한국화약 본업마냥 다이나마이트 타선이구먼,2025-07-08T14:06:13Z,한화는 그냥 잘되는 집 ㅋㅋ 이유없이 그냥 다 잘풀림 진짜 한국화약 본업마냥 다이나마이트 타선이구먼,neutral
와 타격 뭔데 보약 한 번 자시더니 아주 신바람 야구를 하는구나 한화야 ㅅㅅㅅㅅㅅㅅ,2025-07-08T14:06:09Z,타격 뭔데 보약 한 번 자시더니 아주 신바람 야구를 하는구나 한화야 ㅅㅅㅅㅅㅅㅅ,neutral
아따 한화 무섭네이,2025-07-08T14:06:01Z,아따 한화 무섭네이,negative
심우준 이렇게만 하자!!!!!!!!!!!!,2025-07-08T14:05:48Z,심우준 이렇게만 하자,neutral
엄상백은 아무래도 버려야겠지?,2025-07-08T14:05:45Z,엄상백은 아무래도 버려야겠지,negative
이형범 임기영은 그냥 은퇴하자,2025-07-08T14:05:22Z,이형범 임기영은 그냥 은퇴하자,neutral
기아투수들은 베팅볼수준이네.,2025-07-08T14:05:19Z,기아투수들은 베팅볼수준이네,positive
자 이제 누가 우승후보지?,2025-07-08T14:05:16Z,이제 누가 우승후보지,positive
"엄상백 진짜 내일도 지는거야??
그럼 어따써먹냐",2025-07-08T14:05:14Z,엄상백 진짜 내일도 지는거야 어따써먹냐,negative
업봌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-07-08T14:05:02Z,업봌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,positive
만루홈런도 경기를 뒤집지 못 했네. 8 점 이나 내다니 솔직히 기아는 좀 무섭다.,2025-07-08T14:04:57Z,만루홈런도 경기를 뒤집지 못 했네 8 점 이나 내다니 솔직히 기아는 무섭다,negative
잘 몰라서 그러는데 원래 사직은 홈팀 홈런만 불 끄고 빠밤빠밤해주나요??,2025-07-08T14:04:53Z,잘 몰라서 그러는데 원래 사직은 홈팀 홈런만 불 끄고 빠밤빠밤해주나요,negative
그래 이게 1위팀의 경기다,2025-07-08T14:04:17Z,이게 1위팀의 경기다,positive
윤영철 진짜 안보고싶다,2025-07-08T14:04:08Z,윤영철 진짜 안보고싶다,negative
"윤영철 선수가 못한게 아니다.
내려가자마자 한이닝에 4실점 이였다",2025-07-08T14:03:59Z,윤영철 선수가 못한게 아니다 내려가자마자 한이닝에 4실점 이였다,negative
왜 잘하는건데..,2025-07-08T14:03:57Z,잘하는건데,neutral
"와 드디어 두번째 스포츠 소원이 이루어지나..
손흥민 우승컵드는거랑 한화 리그우승 하는거 보는거였는데 진짜 ㅋㅋ",2025-07-08T14:03:53Z,드디어 두번째 스포츠 소원이 이루어지나 손흥민 우승컵드는거랑 한화 리그우승 하는거 보는거였는데 진짜 ㅋㅋ,neutral
