text,published_at,cleaned,sentiment,date
수비형 타자 1루수 식책이나 맨탈나갔다고 만루맞는 투수나 나이가 적은것도 아니고 참,2025-07-08 14:40:08+00:00,수비형 타자 1루수 식책이나 맨탈나갔다고 만루맞는 투수나 나이가 적은것도 아니고,neutral,2025-07-08
"김종수...  하...
얘를 어쩔꼬",2025-07-08 14:39:27+00:00,김종수 얘를 어쩔꼬,negative,2025-07-08
"임기영.윤영철  냉정하게  얘기해서
프로야구에선 먹히지 않는다  어쩌다
한번 운좋아 잘 던지기를  바라면  여러 경기를  망치는것은  팀경기에 악영향을 준다",2025-07-08 14:39:15+00:00,임기영윤영철 냉정하게 얘기해서 프로야구에선 먹히지 않는다 어쩌다 한번 운좋아 잘 던지기를 바라면 여러 경기를 망치는것은 팀경기에 악영향을 준다,neutral,2025-07-08
내일 엄상백이 이렇게 개털릴거같아 현타온 한화팬 개추,2025-07-08 14:37:57+00:00,내일 엄상백이 이렇게 개털릴거같아 현타온 한화팬 개추,positive,2025-07-08
김종수 밥상 차려주니 볼넷에 만루홈런  ㅡ ㅡ,2025-07-08 14:37:56+00:00,김종수 밥상 차려주니 볼넷에 만루홈런 ㅡ ㅡ,negative,2025-07-08
해태시절 당했던 빙그레의 원혼들이여 일어나라. 아작아작 철천지원수 타이거즈 아작내자.,2025-07-08 14:37:44+00:00,해태시절 당했던 빙그레의 원혼들이여 일어나라 아작아작 철천지원수 타이거즈 아작내자,negative,2025-07-08
내년에 박찬호보내고 박민을 유격수로가자 수비진짜잘한다 박찬호 최원준잡지마라 최형우는 잡아야하고 양현종은 안잡을수가 없잖아,2025-07-08 14:37:16+00:00,내년에 박찬호보내고 박민을 유격수로가자 수비진짜잘한다 박찬호 최원준잡지마라 최형우는 잡아야하고 양현종은 안잡을수가 없잖아,neutral,2025-07-08
20살이 무슨 기교파여 ㅋㅋ 145던져라,2025-07-08 14:37:15+00:00,20살이 기교파여 ㅋㅋ 145던져라,positive,2025-07-08
김태연 서산 가야혀,2025-07-08 14:37:09+00:00,김태연 서산 가야혀,positive,2025-07-08
윤영철이.... 겨울 내내 도대체 뭐했냐?,2025-07-08 14:36:31+00:00,윤영철이 겨울 내내 도대체 뭐했냐,negative,2025-07-08
"김태연은 수비 진짜 못 한다 하
그렇다고 지명타자 할 수준의 타격도 아니고 참...",2025-07-08 14:36:26+00:00,김태연은 수비 진짜 못 한다 그렇다고 지명타자 할 수준의 타격도 아니고,negative,2025-07-08
임기영 하….,2025-07-08 14:35:20+00:00,임기영,positive,2025-07-08
윤영철 얘는 구속도 안돼 제구도 안돼 선발이 5이닝이상도 못던져 일마 왜자꾸 기용하냐 범호야?,2025-07-08 14:34:27+00:00,윤영철 얘는 구속도 안돼 제구도 안돼 선발이 5이닝이상도 못던져 일마 왜자꾸 기용하냐 범호야,neutral,2025-07-08
이것도야구라고.ㅆ ㅍ,2025-07-08 14:34:21+00:00,이것도야구라고ㅆ ㅍ,positive,2025-07-08
"3대3에 게임 포기하는 감독 처음보네
영철이 언제까지 부등부등 해줄껍니까?
그냥 던지게 두시지
어차피 게임포기 할꺼면 벌투라도 좀 시켜요
그리고 영철아 군대좀 일찍좀 가주라
의리 동하 편하게",2025-07-08 14:34:11+00:00,3대3에 게임 포기하는 감독 처음보네 영철이 언제까지 부등부등 해줄껍니까 그냥 던지게 두시지 어차피 게임포기 할꺼면 벌투라도 시켜요 영철아 군대좀 일찍좀 가주라 의리 동하 편하게,neutral,2025-07-08
"이범호감독님 무슨생각이신가요?
당신의 잘못된 선택으로 지난 일요일경기 패하고 오늘도 패하고 1위팀이 만만하게 볼수있는 팀인가요?
아무리 주전이 부상으로 빠져있다해도 어느정도 비빌수가 있어야지 선발 난타당하고 불펜도 난타당하고 전술이란게 있는건가요?",2025-07-08 14:33:44+00:00,이범호감독님 무슨생각이신가요 당신의 잘못된 선택으로 지난 일요일경기 패하고 오늘도 패하고 1위팀이 만만하게 볼수있는 팀인가요 아무리 주전이 부상으로 빠져있다해도 어느정도 비빌수가 있어야지 선발 난타당하고 불펜도 난타당하고 전술이란게 있는건가요,neutral,2025-07-08
키움입니다~~ 플로리얼 잘 쓰시고.. 리베라토는 우리가 쓰겠습니다. 땡큐~♥,2025-07-08 14:33:27+00:00,키움입니다 플로리얼 잘 쓰시고 리베라토는 우리가 쓰겠습니다 땡큐,positive,2025-07-08
타선까지 살아나면 벨붕이지,2025-07-08 14:32:52+00:00,타선까지 살아나면 벨붕이지,negative,2025-07-08
"엄상백은 웃음이 나오나..?
김종수는 진짜 2군 보내라",2025-07-08 14:32:38+00:00,엄상백은 웃음이 나오나 김종수는 진짜 2군 보내라,negative,2025-07-08
울팀이 질줄 알았지  한화는 강팀이다😊,2025-07-08 14:32:13+00:00,울팀이 질줄 알았지 한화는 강팀이다,negative,2025-07-08
폰류와 없이ㅜ최소 위닝가자고,2025-07-08 14:32:13+00:00,폰류와 없이ㅜ최소 위닝가자고,positive,2025-07-08
100대0으로 져도된다 범호야 기영이 함평에서 도영이 다리 마사지나 해주라해라.임기영 언제또왔냐,2025-07-08 14:32:07+00:00,100대0으로 져도된다 범호야 기영이 함평에서 도영이 다리 마사지나 해주라해라임기영 언제또왔냐,negative,2025-07-08
난도질  당했군~근데 한화가 언제부터 최강한화냐? 최강기아 따라하냐,2025-07-08 14:31:20+00:00,난도질 당했군근데 한화가 언제부터 최강한화냐 최강기아 따라하냐,neutral,2025-07-08
기아 해체해라 ㅆ ㅂ ㄴ ㅇ,2025-07-08 14:30:32+00:00,기아 해체해라 ㅆ ㅂ ㄴ ㅇ,negative,2025-07-08
기아는 아무리 선발 빨리 내렸어도 올라오는 투수마다 전부 방어율이 10점대네 ㅋㅋ,2025-07-08 14:29:29+00:00,기아는 아무리 선발 빨리 내렸어도 올라오는 투수마다 방어율이 10점대네 ㅋㅋ,negative,2025-07-08
영철이는 선발 어렵겠다,2025-07-08 14:29:16+00:00,영철이는 선발 어렵겠다,negative,2025-07-08
임기영.... 늙었구나...,2025-07-08 14:28:48+00:00,임기영 늙었구나,neutral,2025-07-08
죽이되든밥이되든 윤영철로 끌고 가야 했다..오늘 윤영철 안 좋았지만 그래도 배팅볼 투수 이형범 임기영 보단 점수는 안 줬다 확실하다 ..임기영은 왜 15억 이나 줬는지 지금도 이해불가다..,2025-07-08 14:27:43+00:00,죽이되든밥이되든 윤영철로 끌고 가야 했다오늘 윤영철 안 좋았지만 배팅볼 투수 이형범 임기영 보단 점수는 안 줬다 확실하다 임기영은 15억 이나 줬는지 지금도 이해불가다,neutral,2025-07-08
직구가 130키로대에 변화구가 120키로대.. 윤영철 도대체 머냐... 어쩌다 저수준이 선발이냐고...,2025-07-08 14:27:42+00:00,직구가 130키로대에 변화구가 120키로대 윤영철 도대체 머냐 어쩌다 저수준이 선발이냐고,negative,2025-07-08
"동주 고생했고
50승 이글스 사랑해",2025-07-08 14:27:37+00:00,동주 고생했고 50승 이글스 사랑해,positive,2025-07-08
리베라토가 한화의 막힌 혈을 풀어준 것 같음,2025-07-08 14:27:12+00:00,리베라토가 한화의 막힌 혈을 풀어준 같음,negative,2025-07-08
ㅈㄴ짜증나는 경기임,2025-07-08 14:26:47+00:00,ㅈㄴ짜증나는 경기임,neutral,2025-07-08
기아 코시 우승vs최원준10-10,2025-07-08 14:26:18+00:00,기아 코시 우승vs최원준1010,positive,2025-07-08
한화미쳤다~~~~~~🎉🎉🎉🎉🎉🎉🎉,2025-07-08 14:26:03+00:00,한화미쳤다,negative,2025-07-08
임기영은 fa뮈하러잡아가지고 에휴 이형범 김대유 최지민 이우성 변우혁 김건국 이런애들은 정리좀해라 좋은선수들 많은데,2025-07-08 14:25:59+00:00,임기영은 fa뮈하러잡아가지고 에휴 이형범 김대유 최지민 이우성 변우혁 김건국 이런애들은 정리좀해라 좋은선수들 많은데,neutral,2025-07-08
심우준 선수!! 살아나는 모습 정말 감동입니다!!!~~~♡♡♡,2025-07-08 14:25:54+00:00,심우준 선수 살아나는 모습 정말 감동입니다,positive,2025-07-08
윤영철 임기영은 이제 그만보고 싶다. 이의리 돌아오면 윤영철 트레이드 고고. 윤영철은 노력을 전혀하지 않는것 같아 구속도 안들고 제구도 그지 같고,2025-07-08 14:25:49+00:00,윤영철 임기영은 이제 그만보고 싶다 이의리 돌아오면 윤영철 트레이드 고고 윤영철은 노력을 전혀하지 않는것 같아 구속도 안들고 제구도 그지 같고,neutral,2025-07-08
"기아를 털다니 
한화포비아 생기겠다
이런 존재가 되다니 머선129",2025-07-08 14:25:49+00:00,기아를 털다니 한화포비아 생기겠다 존재가 되다니 머선129,neutral,2025-07-08
"그래도 위즈덤 선수 만루홈런~~~ 
끝까지 포기하지않는경기
내일 이겨봅시다 🎉🎉🎉🎉",2025-07-08 14:25:28+00:00,위즈덤 선수 만루홈런 끝까지 포기하지않는경기 내일 이겨봅시다,neutral,2025-07-08
"윤영철은 그냥 배팅볼 수준  선발감이 아님
그냥 불펜으로 돌리고 황동하 이의리 넣어라 ㅋ
윤영철은 선발에서 살아남기 힘듬",2025-07-08 14:25:00+00:00,윤영철은 그냥 배팅볼 수준 선발감이 아님 그냥 불펜으로 돌리고 황동하 이의리 넣어라 ㅋ 윤영철은 선발에서 살아남기 힘듬,neutral,2025-07-08
이러다가 임기영 방출되는 거 아냐?,2025-07-08 14:24:49+00:00,이러다가 임기영 방출되는 거 아냐,negative,2025-07-08
10:25 박민 수비는 진짜 메이져급이네,2025-07-08 14:24:30+00:00,1025 박민 수비는 진짜 메이져급이네,negative,2025-07-08
상백아 우규민 나오냐 ㅡㅡ,2025-07-08 14:23:29+00:00,상백아 우규민 나오냐 ㅡㅡ,negative,2025-07-08
나기아팬이지만  한화 축하함 올해에는 한화가 우승하길 빌어보아요,2025-07-08 14:23:23+00:00,나기아팬이지만 한화 축하함 올해에는 한화가 우승하길 빌어보아요,neutral,2025-07-08
시환아 이제 살아나자~ㅋㅋ 리트리버는 리얼이 대신 남아야것네~ㅋㅋ,2025-07-08 14:22:48+00:00,시환아 이제 살아나자ㅋㅋ 리트리버는 리얼이 대신 남아야것네ㅋㅋ,negative,2025-07-08
탱구는 이제 우익수도 못하고 1루수도 못하네,2025-07-08 14:21:50+00:00,탱구는 이제 우익수도 못하고 1루수도 못하네,neutral,2025-07-08
뭐여 기아 투수들 단체로 올스타 홈런레이스 배팅볼 연습 하는겨? 끝도없이 뚜드려 맞네 ㅋㅋㅋㅋ,2025-07-08 14:21:46+00:00,뭐여 기아 투수들 단체로 올스타 홈런레이스 배팅볼 연습 하는겨 끝도없이 뚜드려 맞네 ㅋㅋㅋㅋ,neutral,2025-07-08
내 특별히 인정한다 ㅉ 😂,2025-07-08 14:21:41+00:00,내 특별히 인정한다 ㅉ,positive,2025-07-08
10:26 와우~ 수비 지렸다 ㄷㄷ,2025-07-08 14:21:35+00:00,1026 와우 수비 지렸다 ㄷㄷ,neutral,2025-07-08
김종수는 안되겠네요 거기에서 만루홈런이라니요,2025-07-08 14:21:33+00:00,김종수는 안되겠네요 거기에서 만루홈런이라니요,negative,2025-07-08
"윤영철은 선발감이 아니다 
한화  한테 충분히 발린다",2025-07-08 14:21:21+00:00,윤영철은 선발감이 아니다 한화 한테 충분히 발린다,negative,2025-07-08
윤영철은 왜 지가 못던저놓고 항상 울먹거리는거임? ㅋㅋㅋㅋㅋㅋㅋㅋ동정심 유발 ㅈ되네 공 치기 딱좋은데ㅋㅋㅋㅋ,2025-07-08 14:21:15+00:00,윤영철은 지가 못던저놓고 항상 울먹거리는거임 ㅋㅋㅋㅋㅋㅋㅋㅋ동정심 유발 ㅈ되네 공 치기 딱좋은데ㅋㅋㅋㅋ,negative,2025-07-08
김태연은 나올때마다 실책을 안할때가 없네 타격보단 실책이 더 큼,2025-07-08 14:21:11+00:00,김태연은 나올때마다 실책을 안할때가 없네 타격보단 실책이 더 큼,neutral,2025-07-08
내일은 그냥 불펜 아끼게 상백이군이 몇실점을 하든 내버려 둡시다,2025-07-08 14:21:10+00:00,내일은 그냥 불펜 아끼게 상백이군이 몇실점을 하든 내버려 둡시다,neutral,2025-07-08
기아 새끼들은  투수라고 싸구려 만데려다 팔아먹으려고 노력하냐 저질투수,2025-07-08 14:21:10+00:00,기아 새끼들은 투수라고 싸구려 만데려다 팔아먹으려고 노력하냐 저질투수,neutral,2025-07-08
비브라늄아 끝까지 가자!!!!!!!!,2025-07-08 14:21:09+00:00,비브라늄아 끝까지 가자,negative,2025-07-08
낼 상백이라 기운 받으세요~,2025-07-08 14:20:57+00:00,낼 상백이라 기운 받으세요,positive,2025-07-08
"이 경기 해설이 누구인가요?
전문성이 잘 안 느껴집니다. ㅜㅜ",2025-07-08 14:20:18+00:00,경기 해설이 누구인가요 전문성이 잘 안 느껴집니다 ㅜㅜ,positive,2025-07-08
해설하시는분들 항상 고맙습니다!!,2025-07-08 14:20:10+00:00,해설하시는분들 항상 고맙습니다,neutral,2025-07-08
5회 이전에 상대 선발 상대로 타선에서 이렇게 시원한 경기를 했던게 이번 시즌 처음인 것 같네,2025-07-08 14:20:02+00:00,5회 이전에 상대 선발 상대로 타선에서 이렇게 시원한 경기를 했던게 시즌 처음인 같네,positive,2025-07-08
볼넷 만 처 주다가 안타 처 맞고 ㅉㅉ,2025-07-08 14:19:03+00:00,볼넷 만 처 주다가 안타 처 맞고 ㅉㅉ,negative,2025-07-08
사이다씨...딱 대,2025-07-08 14:18:49+00:00,사이다씨딱 대,positive,2025-07-08
"이겨서 좋은데 3경기 나눠서 내야할점수를 한경기에 몰아서 내는 바람에 수,목 경기는 또 손에 땀을 쥐며 봐야 하는구나.",2025-07-08 14:18:45+00:00,이겨서 좋은데 3경기 나눠서 내야할점수를 한경기에 몰아서 내는 바람에 수목 경기는 손에 땀을 쥐며 봐야 하는구나,neutral,2025-07-08
패전전문 임기영 나왓으면 경기포기지,2025-07-08 14:18:40+00:00,패전전문 임기영 나왓으면 경기포기지,negative,2025-07-08
한국시리즈가면 기아우승,2025-07-08 14:17:50+00:00,한국시리즈가면 기아우승,positive,2025-07-08
"오늘 기아 직관팬 여러분~~~ 
지는데도 끝까지 응원하시는거 감동 😊
감사합니다~~ 🎉🎉🎉 
오늘 넘 아쉬운경기였지만
내일도 기아선수분들~~~  응원할게요",2025-07-08 14:17:44+00:00,오늘 기아 직관팬 지는데도 끝까지 응원하시는거 감동 감사합니다 오늘 넘 아쉬운경기였지만 내일도 기아선수분들 응원할게요,neutral,2025-07-08
"오늘 정말 전원안타 너무너무 좋다~~
문동주 선수 그래도 5회까지 막아주어~~고맙다~~
50승 축하합니다~~
최강한화 화이팅~",2025-07-08 14:17:40+00:00,오늘 정말 전원안타 너무너무 좋다 문동주 선수 5회까지 막아주어고맙다 50승 축하합니다 최강한화 화이팅,neutral,2025-07-08
1위팀의 경기력을 보여줬다😊😊😊,2025-07-08 14:17:38+00:00,1위팀의 경기력을 보여줬다,positive,2025-07-08
우리종수 어쩌냐.. 휴,2025-07-08 14:17:38+00:00,우리종수 어쩌냐,neutral,2025-07-08
김종수는 오늘 크게 이기고 있어서 다행이지 1점2점차이였으면 큰일날뻔,2025-07-08 14:17:36+00:00,김종수는 오늘 크게 이기고 있어서 다행이지 1점2점차이였으면 큰일날뻔,neutral,2025-07-08
김종수땜에 약간빡친 분들 손,2025-07-08 14:17:24+00:00,김종수땜에 약간빡친 분들 손,negative,2025-07-08
종수 모지리 핵 수소 폭탄,2025-07-08 14:16:45+00:00,종수 모지리 핵 수소 폭탄,negative,2025-07-08
"플로리얼 김종수 김태연하고, 타구단 국내 외야수랑 바꿀구단 찾습니다..",2025-07-08 14:16:38+00:00,플로리얼 김종수 김태연하고 타구단 국내 외야수랑 바꿀구단 찾습니다,neutral,2025-07-08
노시환 4번 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-07-08 14:16:15+00:00,노시환 4번 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,positive,2025-07-08
한화 이미 2020시즌 최종 승수보다 4승 더한 상태임 ㅋㅋㅋㅋㅋㅋ,2025-07-08 14:16:09+00:00,한화 이미 2020시즌 최종 승수보다 4승 더한 상태임 ㅋㅋㅋㅋㅋㅋ,positive,2025-07-08
한대 쳤냐?그럼 두대 맞아라...이런 공격이 가능한 한화라니 ㅋㅋㅋ,2025-07-08 14:15:24+00:00,한대 쳤냐그럼 두대 맞아라이런 공격이 가능한 한화라니 ㅋㅋㅋ,negative,2025-07-08
"승리가 익숙해져서 자꾸 1승에 감동이 없네 이러면 안되는 데

우리 타자들 요새
케이리그데몬히터스",2025-07-08 14:15:10+00:00,승리가 익숙해져서 자꾸 1승에 감동이 없네 이러면 안되는 데 타자들 요새 케이리그데몬히터스,negative,2025-07-08
김종수 김태연 느그가 그럼 그렇지.. ㅉㅉㅉ,2025-07-08 14:15:03+00:00,김종수 김태연 느그가 ㅉㅉㅉ,negative,2025-07-08
이범호 명장 병 걸렸나? 3회에 선발 조기강판 시키고 패배조 내보내는건 머냐?그럴려면 그냥 좀 더 던지게 하는게 맞는게 아닌가?잡을려면 필승조를 내보내던지,2025-07-08 14:14:58+00:00,이범호 명장 병 걸렸나 3회에 선발 조기강판 시키고 패배조 내보내는건 머냐그럴려면 그냥 더 던지게 하는게 맞는게 아닌가잡을려면 필승조를 내보내던지,neutral,2025-07-08
윤.  형.  철!!  고교야구로. 가라!!,2025-07-08 14:14:48+00:00,윤 형 철 고교야구로 가라,neutral,2025-07-08
진짜 한화 강해졌네...올시즌 진짜 우승 적기인가,2025-07-08 14:14:24+00:00,진짜 한화 강해졌네올시즌 진짜 우승 적기인가,positive,2025-07-08
"땅달이 숏다리 볼스피드 150이하 개판인애들은 투수하지마라
노력도 개선의지도 프로자격없다
만루만들어서 만루홈런 쳐맞는게 투수냐?",2025-07-08 14:14:18+00:00,땅달이 숏다리 볼스피드 150이하 개판인애들은 투수하지마라 노력도 개선의지도 프로자격없다 만루만들어서 만루홈런 쳐맞는게 투수냐,neutral,2025-07-08
"오늘은 확실히 투수들의 싸움과 수비실책으로 승패가 갈리는 경기였음...ㄷㄷ
양팀 모든 타자들이 다 잘침 진짜...
안타 개수가 한화 16개, 기아 15개면...",2025-07-08 14:14:09+00:00,오늘은 확실히 투수들의 싸움과 수비실책으로 승패가 갈리는 경기였음ㄷㄷ 양팀 모든 타자들이 다 잘침 진짜 안타 개수가 한화 16개 기아 15개면,neutral,2025-07-08
이게 원래 영철이 ㅇㅇ,2025-07-08 14:13:54+00:00,이게 원래 영철이 ㅇㅇ,neutral,2025-07-08
불빠따구먼.. ㅎㅎㅎㅎㅎ,2025-07-08 14:13:21+00:00,불빠따구먼 ㅎㅎㅎㅎㅎ,negative,2025-07-08
이범호 이ㅅㅋ는 3회에 경기를 포기해버리네 윤영철을 내렸으면 추격조를 올리던가 김대유 이형범 폐급투수를 올리네 최소한 저기응원하러간 팬들도 좀생각해라임마,2025-07-08 14:13:06+00:00,이범호 이ㅅㅋ는 3회에 경기를 포기해버리네 윤영철을 내렸으면 추격조를 올리던가 김대유 이형범 폐급투수를 올리네 최소한 저기응원하러간 팬들도 좀생각해라임마,neutral,2025-07-08
리젤라또 종신 가자🧡🧡🧡,2025-07-08 14:13:05+00:00,리젤라또 종신 가자,neutral,2025-07-08
기아야!! 그렇게 됐다,2025-07-08 14:13:03+00:00,기아야 그렇게 됐다,positive,2025-07-08
내일 엄데이 하이라이트는 하루 거르고 모레 올게요,2025-07-08 14:12:59+00:00,내일 엄데이 하이라이트는 하루 거르고 모레 올게요,neutral,2025-07-08
스윕한다고 설레발 떨던 개아팬들 어디갔노 ㅋㅋ,2025-07-08 14:12:35+00:00,스윕한다고 설레발 떨던 개아팬들 어디갔노 ㅋㅋ,negative,2025-07-08
투고타저의 한화가 타선이 살아난다? 이건 못막죠,2025-07-08 14:12:33+00:00,투고타저의 한화가 타선이 살아난다 이건 못막죠,negative,2025-07-08
문동주 너무 선발 잘해줬고! 야수들 타석에서 시원하게 터트려줘서 고맙네요. 무엇보다 이원석 1번 테이블세터로 공 잘봐서 볼넷출루로 흔들고 주루까지 성장하는게 보인다. 무더운 날씨에 한&기 선수들 수고하셨어요(최형우선수 부상아니길),2025-07-08 14:12:28+00:00,문동주 너무 선발 잘해줬고 야수들 타석에서 시원하게 터트려줘서 고맙네요 무엇보다 이원석 1번 테이블세터로 공 잘봐서 볼넷출루로 흔들고 주루까지 성장하는게 보인다 무더운 날씨에 한기 선수들 수고하셨어요최형우선수 부상아니길,neutral,2025-07-08
상백아.... 우준이도 슬슬 터지는데 너도 낼은 한번 긁어  보자  기대한다,2025-07-08 14:11:47+00:00,상백아 우준이도 슬슬 터지는데 너도 낼은 한번 긁어 보자 기대한다,positive,2025-07-08
기아가 만만치 않은데...아주 맹폭을 했네...굿~,2025-07-08 14:11:44+00:00,기아가 만만치 않은데아주 맹폭을 했네굿,negative,2025-07-08
근데 문동주 구속 무슨일임?,2025-07-08 14:11:36+00:00,근데 문동주 구속 무슨일임,neutral,2025-07-08
"내일은 그냥 기아승이다 미리 추카한다 
내일 기아가 승 못하면 가을 야구 꿈도 꾸지 말어라 엄상백은 1승도실력이 아닌 개뽀록이다 타팀들 엄상백을 1회부터 홈런치고 안타치고 1회에 그냥 넘어간적이 단 한번도 없었다 기아가 1회에 3점 이상 못 뽑으면 이겨도 이긴것이 아니다 엄상백은 졸라 못해서 기아가 4회 정도에 강판시켜야 이긴걸루 치겠다 5회 이상 엄상백이 던지면 기아는 가을야구갈 자격이 없는것만 알고 있어라",2025-07-08 14:11:14+00:00,내일은 그냥 기아승이다 미리 추카한다 내일 기아가 승 못하면 가을 야구 꿈도 꾸지 말어라 엄상백은 1승도실력이 아닌 개뽀록이다 타팀들 엄상백을 1회부터 홈런치고 안타치고 1회에 그냥 넘어간적이 단 한번도 없었다 기아가 1회에 3점 못 뽑으면 이겨도 이긴것이 아니다 엄상백은 졸라 못해서 기아가 4회 정도에 강판시켜야 이긴걸루 치겠다 5회 엄상백이 던지면 기아는 가을야구갈 자격이 없는것만 알고 있어라,neutral,2025-07-08
이재원 발 존나 느리네 ㅎㅎ,2025-07-08 14:11:10+00:00,이재원 발 존나 느리네 ㅎㅎ,negative,2025-07-08
항상 김종수만 나옴 불안해지는건 뭘까,2025-07-08 14:11:02+00:00,항상 김종수만 나옴 불안해지는건 뭘까,negative,2025-07-08
"기아 키스톤들 ㅁㅊㄷ... 오늘 지긴 했지만... 그래도 박민, 김규성 좋은 수비에 기분 조금이라도 좋아짐...",2025-07-08 14:10:52+00:00,기아 키스톤들 ㅁㅊㄷ 오늘 지긴 했지만 박민 김규성 좋은 수비에 기분 조금이라도 좋아짐,positive,2025-07-08
기아 투수들은 어떻게 하나 같이 배팅볼만 던지냐?,2025-07-08 14:10:39+00:00,기아 투수들은 배팅볼만 던지냐,neutral,2025-07-08
최강한화,2025-07-08 14:10:36+00:00,최강한화,positive,2025-07-08
최재훈이 진짜 너무 잘해줌.. 요즘 심우준 멀티히트 예뻐죽겠고 ㅠㅠ 오늘 병살은 많이 먹었어도 예뻐죽겠다 만루홈런 맞아도 기분이 이렇게 좋을 수가.. 사랑한다 최강한화🧡🍀,2025-07-08 14:10:15+00:00,최재훈이 진짜 너무 잘해줌 요즘 심우준 멀티히트 예뻐죽겠고 ㅠㅠ 오늘 병살은 많이 먹었어도 예뻐죽겠다 만루홈런 맞아도 기분이 이렇게 좋을 수가 사랑한다 최강한화,positive,2025-07-08
내일 이글스파크앞에서 기우제 지낼 파티원 구함,2025-07-08 14:10:02+00:00,내일 이글스파크앞에서 기우제 지낼 파티원 구함,positive,2025-07-08
"엄상백은 서산에 안가고~
덕아웃에서~뭐하냐!!!
지금 덕아웃에서 히덕거릴때냐!!!
서산에 가서 밤새도록 연습해라~~",2025-07-08 14:09:57+00:00,엄상백은 서산에 안가고 덕아웃에서뭐하냐 지금 덕아웃에서 히덕거릴때냐 서산에 가서 밤새도록 연습해라,neutral,2025-07-08
"내일은 상백이 선발이네😢
하루 쉬어갑시다~",2025-07-08 14:09:46+00:00,내일은 상백이 선발이네 하루 쉬어갑시다,neutral,2025-07-08
김태연 그만보고싶다 제발,2025-07-08 14:09:34+00:00,김태연 그만보고싶다 제발,negative,2025-07-08
김태연 실책이 만루홈런까지 연결되네 ㅡㅡ,2025-07-08 14:09:23+00:00,김태연 실책이 만루홈런까지 연결되네 ㅡㅡ,negative,2025-07-08
임기영  방출,2025-07-08 14:09:22+00:00,임기영 방출,positive,2025-07-08
오늘 왜이러니 한화야 점수 너무 많이 낸거 아냐?,2025-07-08 14:09:12+00:00,오늘 왜이러니 한화야 점수 너무 많이 낸거 아냐,negative,2025-07-08
기아팬들 한화 엄청 무시하던데 꼬시다 ㅋㅋㅋㅋ,2025-07-08 14:09:08+00:00,기아팬들 한화 엄청 무시하던데 꼬시다 ㅋㅋㅋㅋ,neutral,2025-07-08
오늘 타선 뭐에요~~??❤❤,2025-07-08 14:09:03+00:00,오늘 타선 뭐에요,positive,2025-07-08
아니..감독 오늘 투수 라인 실화냐.. 그럴거면 영철이 믿고 계속 쓰던가. 더 쳐맞는 놈들을 올리면 어쩌라고.. 타자들이 잘 치면 뭐해 투수조가 저따위면 오늘 경기는 질거 생각하고 올렸단 생각밖ㅇㅔ 안든다.,2025-07-08 14:08:40+00:00,아니감독 오늘 투수 라인 실화냐 그럴거면 영철이 믿고 계속 쓰던가 더 쳐맞는 놈들을 올리면 어쩌라고 타자들이 잘 치면 뭐해 투수조가 저따위면 오늘 경기는 질거 생각하고 올렸단 생각밖ㅇㅔ 안든다,neutral,2025-07-08
내일 경기는 엄대양이라 엄대엄이겠네..,2025-07-08 14:08:35+00:00,내일 경기는 엄대양이라 엄대엄이겠네,positive,2025-07-08
작살났구만ㅋ,2025-07-08 14:08:34+00:00,작살났구만ㅋ,positive,2025-07-08
김종수는 프로 수준이 아니네,2025-07-08 14:08:28+00:00,김종수는 프로 수준이 아니네,neutral,2025-07-08
"낼
패상벽이 나오면
걍
스킵하고
골때녀 볼랍니다😅😅😅",2025-07-08 14:08:23+00:00,낼 패상벽이 나오면 걍 스킵하고 골때녀 볼랍니다,neutral,2025-07-08
"김종수는 수준 미달의 선수다 자기가 다른 불펜선수들 수준하고 같다고 생각하나 본데 나올때 마다 이랬음 
그동안 김종수가 싸질러 논 똥 다음 투수들이 해결해서 그런거지 김종수 깔끔하게 던진적 한번도 없었음",2025-07-08 14:08:21+00:00,김종수는 수준 미달의 선수다 자기가 불펜선수들 수준하고 같다고 생각하나 본데 나올때 마다 이랬음 그동안 김종수가 싸질러 논 똥 투수들이 해결해서 그런거지 김종수 깔끔하게 던진적 한번도 없었음,neutral,2025-07-08
황동하 이의리 빨리 왔으면 좋겠다.. 저거 윤영철이 좀 치워라 아오,2025-07-08 14:08:07+00:00,황동하 이의리 빨리 왔으면 좋겠다 저거 윤영철이 치워라 아오,neutral,2025-07-08
내일은 우리가 이기자!!!,2025-07-08 14:07:41+00:00,내일은 우리가 이기자,positive,2025-07-08
"그 지역 애들 왜케 못배워먹었냐? 앞자리에 발올리고 6명이서 한 줄로 같이 다니면서 길 막고 다니고 진짜 ""그"" 냄새난다",2025-07-08 14:07:26+00:00,지역 애들 왜케 못배워먹었냐 앞자리에 발올리고 6명이서 한 줄로 다니면서 길 막고 다니고 진짜 냄새난다,negative,2025-07-08
윤영철은 그냥 방출해라 장난하냐 진짜,2025-07-08 14:07:25+00:00,윤영철은 그냥 방출해라 장난하냐 진짜,neutral,2025-07-08
