text,published_at,cleaned,sentiment_pred
"수현이는 진짜 악기 그 자체다...
찬혁이 작곡 작사가 미친 것도
어릴 때부터 수현이라는 초특급 악기로 온갖 실험은 다 하면서 폭풍 경험치 먹고 성장한 덕도 있는 듯",2024-04-27 23:41:45+00:00,수현 악기 자체 찬혁 작곡 작사가 미치다 어리다 수현 특급 악기 온갖 실험 폭풍 경험치 먹다 성장하다,positive
찬혁이 위인전 아저씨가   꼭 ~  쓴다.,2024-04-27 12:56:28+00:00,찬혁 위인 아저씨 쓴다,negative
악뮤 화음 ㄱ ㅔ쩐다,2024-04-22 15:18:10+00:00,악뮤 화음 쩐다,neutral
아닠ㅋㅋㅋ진짜 너므 웃김ㅋㅋㅋㅋㅋㅋㅋㅋ,2024-04-22 15:13:50+00:00,아니다 ㅋㅋㅋ 너므 웃기다 ㅋㅋㅋ,neutral
근데 남들이 특이하다고 생각하는 이찬혁의 저런 성격때문에 명곡들이 우수수 쏟아져나오는거임 평범한 성격으로는 절대 곡을 써내려갈수가 없지 천재의 특징임,2024-04-21 00:31:01+00:00,특이하다 생각 이찬혁 저런 성격 때문 명곡 우수수 쏟아지다 나오다 평범하다 성격 절대 써다 내려가다 없다 천재 특징,neutral
지디가 최고,2024-04-20 22:25:28+00:00,최고,positive
티격태격하는 것 같으면서도 보면 찬혁이가 맨날 끝에 져줘ㅠㅠㅋㅋㅋㅋㅋㅋㅋ 찐남매모먼트 너무 좋다,2024-04-18 15:43:54+00:00,티격태격하 보다 찬혁이 맨날 지다 ㅠㅠㅋㅋㅋ 찌다 남매 모먼트 좋다,neutral
"찬혁님 수현님
두분을 응원합니다.
나의 남매쌍둥이들도
찬혁님과 수현님처럼 잘 자라길 기도합니다.
두분의 앞길도 빛처럼 빛나길 기도하겠습니다",2024-04-18 03:08:49+00:00,찬혁님 수현 응원 남매 쌍둥이 찬혁님 수현 자다 자라다 도합 앞길 빛나다 기도,positive
둘다 소중해,2024-04-18 01:42:18+00:00,두다 소중하다,positive
"영혼이 밝다
두 남매.",2024-04-17 09:39:53+00:00,영혼 밝다 남매,positive
"악뮤~뚜엣으로서
악기가 없어도  최고!!",2024-04-14 12:23:13+00:00,악뮤뚜엣 악기 없다 최고,positive
근데 위인전에 나올 수 있을것같은데ㅎㅎ😊,2024-04-13 02:26:54+00:00,위인 나오다 ㅎㅎ,positive
3:14 ㅋㅋㅋㅋㅋㅋ몇살에 태어났갘ㅋㅋㅋㅋ,2024-04-09 16:24:54+00:00,314 ㅋㅋㅋ 태어나다 ㅋㅋㅋ,neutral
리.스.펙 찬혁❤수현,2024-04-06 02:42:44+00:00,스펙 찬혁 수현,neutral
찬혁 전소연,2024-04-04 00:03:07+00:00,찬혁 소연,neutral
악뮤 사랑해요 ❤,2024-04-02 09:36:14+00:00,악뮤 사랑,positive
이찬혁 연예인병 걸린건가,2024-03-31 19:43:43+00:00,이찬혁 연예인병 걸리다 건가,negative
"모이가 어떻게 됐든 걍 이뻐.. 넘 이뻐.. 둘 다 이뻐..
이 정도 이쁘기 정말 드물거야...",2024-03-25 15:47:06+00:00,모이 어떻다 돼다 이쁘다 넘다 이쁘다 이쁘다 정도 이쁘다 드물다,positive
모르겠고 대단하다고 느낀건 ㅋㅌㅋㅌ 난 남매랑 절대 저렇게 못한다 ㅋㅋㅌ 참고로 난 오빠임 ㅋㅋㅋ,2024-03-22 08:14:56+00:00,모르다 대단하다 느끼다 ㅋㅌㅋㅌ 남매 절대 저렇게 ㅋㅋㅌ 참고 오빠 ㅋㅋㅋ,positive
악뮤 홧팅!!!❤❤❤,2024-03-18 04:00:17+00:00,악뮤 홧팅,neutral
찬혁이 진짜 천재 프로듀서임,2024-03-16 21:50:20+00:00,찬혁 천재 프로듀서,neutral
모범적인 가족상.,2024-03-11 18:32:41+00:00,모범 가족,neutral
자꾸 흐뭇하게 보게되네☺️,2024-03-10 00:06:17+00:00,자꾸 흐뭇하다 보다,positive
제발 둘이 장수하면서 행복하게 살았으면 좋겠음,2024-03-07 01:50:13+00:00,제발 장수 행복하다 살다 좋다,positive
둘 다 정말 따뜻하네요. 노래들이 따뜻하고 사랑스럽고 흥하는덴 다 이유가 있는 것 같습니다 ^^,2024-03-04 12:45:54+00:00,따뜻하다 노래 따뜻하다 사랑스럽다 이유,positive
수현이가 늦은 자아를 찾아가는거지~~ 그건 당연하다고생각해~,2024-03-03 17:32:09+00:00,수현 늦다 자아 찾아가다 그건 당연하다 생각,negative
남매싸움은 물베기~ㅋㅋㅋㅋ,2024-03-03 17:16:00+00:00,남매 싸움 베다 ㅋㅋㅋ,negative
이집 자식들 범상찮다 ㅋㅋㅋㅋ,2024-03-01 15:32:04+00:00,이집 자식 범상 찮다 ㅋㅋㅋ,neutral
저런 감각이 있기에 좋은 노래가 나온다,2024-02-23 20:16:03+00:00,저런 감각 좋다 노래 나오다,positive
난 이찬혁 좋아서 그냥 하고 싶은대로 다 하면서 살면 좋겠음,2024-02-14 09:57:16+00:00,이찬혁 좋다 그냥 싶다 좋다,positive
"남매가 따로 진심을 담아 나눠준 진심은 너무 아름답네요! 부모님께서 정말 자녀들 잘 키우신 것 같고, 너무 아름다운 가정같아요!",2024-02-12 06:03:50+00:00,남매 따로 진심 담다 나누다 진심 아름답다 부모님 자녀 자다 키우다 아름답다 가정,positive
다들 인정하는 모습에 억지로 마춰서 살아가느라 남들 안 볼 때 타락하는 연예인보다 다름을 인정하고 다른 걸 다르다고 말하는 찬혁이 좋다.. 아주..좋다..,2024-02-10 16:59:15+00:00,들다 인정 모습 억지로 추다 살아가다 타락하다 연예인 다르다 인정 다르다 찬혁 좋다 아주 좋다,positive
너무 좋아하는 가수여유^^,2024-02-10 01:10:46+00:00,좋아하다 가수 여유,positive
"수현씨 너무너무귀엽고❤
목소리너무예쁘고 너무너무노래 잘한다❤어쩌면 이런예쁜소리가 날까 ❤너무예쁘다❤",2024-02-04 11:22:41+00:00,수현 귀엽다 목소리 예쁘다 노래 어쩌면 이렇다 예쁘다 소리 날다 예쁘다,positive
좋은곡이 나올 수 밖에 없는 이유를 알겠다. 마인드도 좋고 말하는거 보면 시같음..,2024-02-03 02:49:26+00:00,좋다 나오다 없다 이유 알다 마인드 좋다 보다,positive
악뮤 음악 평생 해줘~~~,2024-02-02 10:45:53+00:00,악뮤 음악 평생,neutral
난 남매가 아닌데도 마지막 인터뷰를 보며 눈물이 맺혔다...,2024-01-29 03:37:50+00:00,남매 아니다 마지막 인터뷰 보다 눈물 맺혔다,negative
이찬혁의 세계관 후.........뜨겁네....,2024-01-28 15:33:00+00:00,이찬혁 세계관 뜨겁다,negative
MZ 조영남,2024-01-24 05:09:31+00:00,조영남,neutral
6:54 수현이 ㅋㅋㅋㅋㅋ 대화가안통하네,2024-01-21 00:57:43+00:00,654 수현 ㅋㅋㅋ 대화 가안,negative
창의적인 사람들은 대부분 괴짜에 기행을 즐긴다고 하니 뭐 ㅋㅋㅋㅋ,2024-01-12 13:34:52+00:00,창의 사람 대부분 괴짜 기행 즐기다 하니 ㅋㅋㅋ,positive
"지디병이라 말하지 맙시다. 하고싶은 거 다하라고 말하지 맙시다. 서태지, 자이언티, 지디가 때로는 기괴하고 흑역사 같은 무대를 하더라도 우리는 그들에게 그런 말을 하지 않기 때문입니다. 이찬혁도 그들만큼이나 천재적인 아티스트입니다.",2024-01-10 02:51:47+00:00,지다 맙시 하라 맙시 서태지 자이언티 때로는 기괴하다 흑역사 무대 않다 때문 이찬혁 천재 아티스트,negative
"ㅎㅎㅎ 왠지 모르게
착한 자기애 ㅎㅎㅎ ㅎㅎ
근데 왠지 착함 ㅎㅎ 
나르시시즘 있으나 착해 ㅎㅎ 다행임",2024-01-09 16:13:11+00:00,ㅎㅎㅎ 왠지 모르다 착하다 자기애 ㅎㅎㅎ ㅎㅎ 왠지 착하다 ㅎㅎ 나르시시즘 착하다 ㅎㅎ 다행,positive
"ㅋㅋ 난 요즘 나보다 한살이라도 어리기만하면 그냥 동생들 애기들만보면 뭘하든 다 예뻐보임...
맘대로 다 해보라고 하고싶음
자기 하고싶은대로 하며 사는게 최고 행복인듯
자기 일 잘하고.. 좋은 음악도 만들어서 저렇게 활동하는거보면 기특하고 감사함..
악뮤 음악들으며 좋아하는 자동차타고 드라이브 할때 너무 행복함ㅋㅋ 걍 고마울따름",2024-01-08 01:37:20+00:00,ㅋㅋ 요즘 한살이 어리다 그냥 동생 애기 보다 예쁘다 보임 맘대로 해보다 싶다 살다 최고 행복 좋다 음악 만들다 저렇게 활동 보다 기특하다 감사하다 악뮤 음악 들다 좋아하다 자동차 타고 드라이브 행복하다 ㅋㅋ 고마 따름,positive
첫째와 둘째라 ㅎㅎㅎㅎㅍ,2024-01-05 16:53:24+00:00,첫째 둘째 ㅎㅎㅎㅍ,positive
수현이: '왜 부끄러움은 나의 몫인가'😂😂😂,2024-01-02 13:06:27+00:00,수현 부끄러움,negative
나 왜 이거보면서 눈물나😢,2024-01-02 01:24:41+00:00,보다 눈물나다,negative
아ㅜ찬혁,2024-01-01 14:29:27+00:00,찬혁,neutral
"진짜 이찬혁 위인전 써도 될만한사람
매력짱",2023-12-31 03:07:49+00:00,이찬혁 위인 써다 사람 매력,neutral
"수현씨 노래 들으면 은쟁반에 옥구슬 구르는 소리가 이런 소리가 아닐까 상상해봅니다. 
악뮤 너무 좋아요. ^~^
악뮤 너무 좋아요. ^~^",2023-12-30 09:48:41+00:00,수현 노래 들다 쟁반 구슬 구르다 소리 이렇다 소리 아니다 상상 해보다 악뮤 좋다 악뮤 좋다,positive
누군가에게서 사랑을받거나 아님 사랑은 주거나...이둘중에 하나는 해야한다 둘다 아니라면 살아가는 는 의미를 찾기 힘들어지지,2023-12-30 06:21:31+00:00,누군가 사랑 받다 아니다 사랑 거나 두다 아니다 살아가다 늘다 의미 찾기 힘들다,positive
여동생입장에서는 빨리 떠나줬으면 할수도 있음 ㅋㅋ,2023-12-30 02:36:24+00:00,여동생 입장 빨리 떠나다 주다 ㅋㅋ,neutral
찬혁님  재밌고 매력터짐,2023-12-27 14:45:19+00:00,찬혁님 재밌다 매력 터지다,negative
"17:35 수현아 그건 사춘기가 아니라 ""성장"" 또는 ""성장통""이라고 하는거야 😍😍😍",2023-12-27 13:50:41+00:00,1735 수현 그건 사춘기 아니다 성장 또는 장통,neutral
찬혁님 하고 싶은거 다하세요😂😂,2023-12-27 11:27:19+00:00,찬혁님 싶다,neutral
"표절자체가 아예없는 천재아티스트 찬혁,최고보컬 수현",2023-12-26 21:43:31+00:00,표절 자체 아예 없다 천재 아티스트 찬혁 최고 보컬 수현,positive
"찬혁은 몽골에서 학교 안 다니고 가정수업만 받았으니 학교친구도 없을테고, 어린나이에 일을 했으니 또래도 사귀기 힘들었을거고, 가수보단 창작자라 결이 틀려서  아이돌 중 비슷한 친구찾기도 힘들었을듯. 그리고 일로 만난 사람과 원래부터 친구는 다른법이고. 뭐 학교 안 다녀서 그렇다하면 부모님 탓하는거 같아 말하기도 어렵겠지. 말을 못 알아들어서가 아니라 별로 말하고 싶지않은 주제라 딴소리하는거 같은데 다들 구박하네.",2023-12-26 13:20:07+00:00,찬혁 몽골 학교 다니다 가정 수업 받다 학교 친구 없다 어리다 또래 사귀다 힘들다 가수 창작 자라 틀리다 아이돌 친구 찾기 힘들다 일로 만난 사람과 원래 친구 학교 다니다 부모님 어렵다 들어서다 아니다 별로 싶다 않다 주제 소리 들다 구박,negative
나이들면 그렇게되요.,2023-12-25 00:14:59+00:00,나이 그렇게,neutral
현실남매 찐찐 너무 좋아해요,2023-12-24 16:49:56+00:00,현실 남매 찌다 찌다 좋아하다,positive
저렇게 섬세하니 찬혁의 음악이 좋은거구나,2023-12-23 13:51:48+00:00,저렇게 섬세하다 찬혁 음악 좋다 거구,positive
이 둘은 너무 좋다~~,2023-12-20 07:16:44+00:00,좋다,positive
찬혁님은 사라지더라도 노래는 남잖아요. ㅎㅎ,2023-12-17 13:43:13+00:00,찬혁님 사라지다 노래 남다 ㅎㅎ,neutral
"뮤지션,아티스트 모두 어울리는 그룹^^",2023-12-17 11:42:42+00:00,뮤지션 아티스트 어울리다 그룹,positive
찬혁 언어천재,2023-12-17 06:13:38+00:00,찬혁 언어 천재,neutral
못난이 인형 남매.,2023-12-16 00:28:08+00:00,못난이 인형 남매,negative
"찬혁이는 해병대도 갔다오고 음악적 재능까지
격하게 칭찬한다",2023-12-14 03:21:10+00:00,찬혁이 해병대 가다 음악 재능 격하 칭찬,neutral
낙하 진짜 좋음 화이팅,2023-12-11 06:49:03+00:00,낙하 좋다 화이팅,positive
진짜 아름답다 둘이,2023-12-11 06:46:13+00:00,아름답다,positive
찬혁아 컨셉인거지?,2023-12-11 00:21:38+00:00,찬혁 컨셉 거지,neutral
English subtitles please. Thank you,2023-12-10 15:02:05+00:00,,neutral
힐링필요할때 찾아보는 악뮤영상,2023-12-10 12:16:34+00:00,힐링 필요하다 찾아보다 악뮤 영상,neutral
"상대 신경안쓰려고 노력하는 와중에 에너지가 소비되는데.. 동생이 보살이다. 그리고 당황하는 타인들 생각 안한다는거 자체가 아마추어다. 협업을 제대로 인식못하고 심지어 오늘 보니 대화 문맥도 이해를 못하는데
왜 저런건지 왜 저렇게
된건지 참 의문이다. 같이 일하는 사람들도 일하느라 얼마나 힘들지....따로 활동하는게 정답일듯. 프로로 무대에 서는거란걸 아직도 인지하지 못한다는게 당황스럽다",2023-12-10 02:23:29+00:00,상대 신경안 쓰다 노력 와중 에너지 소비 동생 보살 당황 생각 한다는 자체 아마추어 협업 제대로 인식 오늘 보다 대화 문맥 이해 저러다 저렇게 건지다 차다 의문 사람 힘들다 따로 활동 정답 프로 무대 서다 아직도 인지 당황 스럽다,negative
찬혁이 지켜주자 소중해 보물이네,2023-12-09 22:09:50+00:00,찬혁 지키다 소중하다 보물,positive
차녀기랑 수혀니 귀여워요😂,2023-12-09 22:05:19+00:00,차녀 수혀니 귀엽다,positive
악뮤 넘 좋아,2023-12-09 16:14:47+00:00,악뮤 넘다 좋다,positive
너무 사랑스런 악뮤,2023-12-09 05:00:09+00:00,사랑스럽다 악뮤,positive
두남매가 너무 사랑스러워❤,2023-12-09 04:25:53+00:00,남매 사랑스럽다,positive
ㅎ 이쁜것들~!,2023-12-08 20:59:24+00:00,이쁘다 들다,positive
이찬혁이!착한 수현이 가스라이팅 하지미라 지발. .얻는게 있음 잃는것도 있는겨~,2023-12-08 15:41:31+00:00,이찬혁 이착 수현 가스 미라 얻다 잃다,negative
흐미. .재석이성~낙하는 본인   또래들앞에서 부르길. .,2023-12-08 15:35:05+00:00,흐미 재석 낙하 본인 또래 부르다,neutral
화이팅요!~^^,2023-12-08 10:21:57+00:00,화이팅,neutral
와~~~유재석 👍,2023-12-06 22:01:46+00:00,오다 유재석,neutral
"수현이는찬혁이로 인해.   찬혁이는  수현이다
둘사이가 떨어지면 안되는이유다
오래볼수있으면 좋겠다",2023-12-05 10:08:33+00:00,수현 찬혁 인하다 찬혁이 수현 사이 떨어지다 안되다 이유 오래 보다 좋다,neutral
참 아름다운 남매..아름다운 가족입니다. 세상의 많은 남매 형제 자매들이 서로 관심도 없고 싸우기 바쁜데 서로를 귀하게 여기고 이해하고  서로를 더 빛나게 하는 악뮤 두분이  귀한 롤모델이 되어주셔서 감사해요,2023-12-04 15:14:15+00:00,차다 아름답다 남매 아름답다 가족 세상 많다 남매 형제 자매 서로 관심 없다 싸우다 바쁘다 서로 귀하다 이해 서로 빛나다 악뮤 귀하다 롤모델 되어다 감사하다,positive
"여러채널에서 동영상 뜰때마다 시청함
악뮤 영원하라~!!!!",2023-12-03 07:27:17+00:00,여러 채널 동영상 뜰때 시청 악뮤 영원하다,neutral
다오노소어할때만 해도 안뚱뚱했구나,2023-12-02 02:25:54+00:00,다오 노소 해도 뚱뚱하다,negative
가수를 떠나서 인간적으로도 진짜 매력적인 사람들이네  부모님이 애들을 어떻게 키워서 저리 잘 컸을까 궁금하다,2023-12-01 22:09:34+00:00,가수 떠나다 인간 매력 사람 부모님 어떻다 키우다 저리 자다 크다 궁금하다,neutral
십일조 내시는지 완전궁굼하다,2023-12-01 01:50:25+00:00,십일조 내다 완전 궁굼,neutral
우리 쌍둥이 남매도 이렇게 서로를 잘알고 위해주면서 크면 좋겠다,2023-11-30 00:34:35+00:00,쌍둥이 남매 이렇게 서로 잘알다 크다 좋다,positive
수현이의 늦은 사춘기가...무엇인지 알 함,2023-11-28 12:54:24+00:00,수현 이의 늦다 사춘기,negative
찬혁아 하고 싶은 거 다해,2023-11-28 06:59:00+00:00,찬혁 싶다 다해,negative
지디병 !  이름 잘지었다 ㅋㅋㅋㅋㅋㅋ,2023-11-28 04:19:03+00:00,지다 이름 지다 ㅋㅋㅋ,negative
악뮤는 논란이건 방황이건 슬럼프건 어찌됐건 존재 자체로 국민들의 위로이고 보물이다. 그저 그렇게 존재해주기에 고마운 존재들 ❤❤❤ 고마워,2023-11-28 00:59:18+00:00,악뮤 논란 방황 슬럼프 돼다 존재 자체 국민 위로 보물 그렇게 존재 고맙다 존재 고맙다,positive
엄청 멋진 남매애~~♡,2023-11-27 03:29:54+00:00,엄청 멋지다 남매,positive
본업을 잘하면 튀어도 욕 안먹는 대표적인 예),2023-11-26 10:49:45+00:00,본업 튀어 먹다 대표,neutral
찬혁은 세상이 내 중심으로 돌아간다는 예시,2023-11-25 03:41:24+00:00,찬혁 세상 중심 돌아가다 예시,neutral
No captions ? 😢,2023-11-24 23:05:48+00:00,,neutral
What eps?,2023-11-24 01:48:50+00:00,,neutral
ㅎㅎㅎ,2023-11-23 09:22:40+00:00,ㅎㅎㅎ,positive
"😂 말도 잘해~ 노래도 잘해
곡도 잘만드는 남매 
남매여서 헤어질 일 없으니 이 또한 천만다행입니다 😊😊😊",2023-11-23 03:16:37+00:00,노래 만들다 남매 남매 헤어지다 없다 천만다행,negative
나와 세상에서 가장 소통이 잘 될사람 같네요. 축지법 을,2023-11-22 10:39:55+00:00,나오다 세상 가장 소통 자다 사람 축지법,neutral
노래도 좋고 그냥 애네들 자체도 좋아❤,2023-11-22 01:53:58+00:00,노래 좋다 그냥 들다 자체 좋다,positive
아 미치겠다 둘은 어떨지 몰라도 국민들 즐겁게 하기위해 둘은 계속 나와야 한다.,2023-11-22 01:46:05+00:00,미치다 어떻다 모르다 국민 즐겁다 위해 계속 나오다,negative
동생이 엄마갔네 오빠는 사춘기 아빠같고 16:10,2023-11-22 01:21:42+00:00,동생 엄마 가다 오빠 사춘기 아빠 1610,neutral
저 자신감 부럽네,2023-11-22 01:08:20+00:00,자신감 부럽다,neutral
진짜 찬혁님 너무 좋은 오빠인거같아요...수현님도 진짜 너무 좋은 동생...그냥 너무 좋아해요 악뮤 오래오래 예쁜  노래 많이 들려주세요🤍🤍🩶,2023-11-21 08:49:39+00:00,찬혁님 좋다 오빠 수현 좋다 동생 그냥 좋아하다 악뮤 오래오래 예쁘다 노래 들려주다,positive
"I really love their relationship as siblings, it seems so warm and sincere as shown in their musicality. AKMU ",2023-11-21 02:20:54+00:00,,neutral
존나 웃기네 ㅋㅋㅋㅋ,2023-11-20 15:11:12+00:00,존나 웃기 ㅋㅋㅋ,neutral
귀여어,2023-11-20 10:38:58+00:00,귀엽다,positive
"찬혁의 먼저 치뤄진 사춘기
담은 수현의 방황ㆍ동요~
이런 얘기를 들어보니 두 남매가 더 애틋함 ❤",2023-11-20 03:23:05+00:00,찬혁 먼저 치뤄지다 사춘기 담다 수현 방황 동요 이렇다 얘기 들다 보다 남매 애틋하다,negative
18:41 원래 오빠가 사춘기 겪으면 왜저래라고 생각하는게 흔한데 수현님은 그렇게 생각하는게 넘 멋져욥😊,2023-11-19 03:16:02+00:00,1841 원래 오빠 사춘기 겪다 저렇다 생각 흔하다 수현 그렇게 생각 넘다 멋지다,positive
유퀴즈 나올때 쯤이 수현이 슬럼프 시기 였나 보군요.,2023-11-18 04:51:49+00:00,퀴즈 나오다 수현 슬럼프 시기 보다,neutral
굉장히 생각을 특이하게하고 뭔가 예술가 느낌이 나네 ㅋㅋㅋㅋㅋㅋ멋지다 찬혁,2023-11-17 18:33:33+00:00,굉장하다 생각 특이하다 뭔가 예술가 느낌 나다 ㅋㅋㅋ 멋지다 찬혁,positive
5:07 10초에서 10초정도를 이거 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-11-17 05:41:22+00:00,507 10초 10초 개웃 기네 ㅋㅋㅋ,neutral
뭔소리 GD보다 이찬혁이 훨 매력있지,2023-11-17 00:38:09+00:00,소리 보다 이찬혁 매력,neutral
너무 자신 한테 취해나?  ㅋㅋ,2023-11-16 23:29:45+00:00,취해 ㅋㅋ,negative
"너무너무 재미있어요
찬혁님을 수현님이 
받쳐주는 케미 좋아
천재남매",2023-11-16 22:18:01+00:00,재미있다 찬혁님 수현 받치다 케미 좋다 천재 남매,positive
이미친놈들이 ㅋㅋㅋ 겁나 웃기네 ㅋㅋㅋ,2023-11-16 17:46:10+00:00,미치다 ㅋㅋㅋ 겁나다 웃기 ㅋㅋㅋ,negative
아이고 너무 귀엽네,2023-11-16 14:29:54+00:00,귀엽다,positive
😂 악동뮤지션 너무 좋아요 노래도 최고~~~,2023-11-16 01:36:11+00:00,악동뮤지션 좋다 노래 최고,positive
수현이는 정말 말을 잘 한다. 정말 올곧은 표현으로 솔직하게 마음을 드러내는 스킬이 있는거 같음. 뭣보다 표현이 정말 건강함.. 언어 선택만 봐도 어떤 사람인지 알 거 같다.,2023-11-15 17:14:17+00:00,수현 자다 표현 솔직하다 마음 드러내다 스킬 표현 건강하다 언어 선택 보다 어떻다 사람,positive
위인이 되고싶다는 목표만으로 진짜 멋지지 않냐 ㅋㅋㅋ 이상이 확고하잖아ㅋㅋㅋㅋ 방황하다가 약빨고 나쁜짓 하는거보다 저런 목표가 더 멋진거같음.,2023-11-15 16:58:49+00:00,위인 목표 멋지다 않다 ㅋㅋㅋ 확고하다 ㅋㅋㅋ 방황 나쁘다 저런 목표 멋지다,neutral
3:12 몇살에 태어났다가 무슨말이야ㅋㅋㅋ,2023-11-15 14:14:12+00:00,312 태어나다 ㅋㅋㅋ,neutral
진짜 현실남매 느무 좋다,2023-11-15 03:40:18+00:00,현실 남매 느무 좋다,positive
악뮤 너무너무너무너무 좋아~~~~~~~~~~~~~~~!,2023-11-15 03:37:43+00:00,악뮤 좋다,positive
둘이 많이 사랑받고 자랐구나  어쩐지 자존감 갑이야,2023-11-14 17:59:15+00:00,사랑받다 자르다 어쩐지 자존감,positive
Its hard to find this ep in other website😢😢😢,2023-11-14 15:23:00+00:00,,neutral
"동생이 나이가 어린데도 어른스럽네. 말도 왜케 잘해
우리 딸램하고 닮아서 자꾸만 정이가는 수현님. 화이팅입니다",2023-11-14 10:13:19+00:00,동생 나이 어리다 어른스럽다 이렇게 딸램 닮다 자꾸만 정이 가다 수현 화이팅,positive
이 남매 너무 귀여워. 예술가 병걸린 오빠와 왜 저래 마이웨이 여동생….ㅋㅋㅋㅋㅋㅋ,2023-11-12 07:51:51+00:00,남매 귀엽다 예술가 걸리다 오빠 저렇다 마이웨이 여동생 ㅋㅋㅋ,positive
생목으로 노래를 부르는데 멜로디가 호수 위에서 통통 튕기는 상큼한 느낌이 든다. 역시 악뮤는 명불허전이구나! 👍,2023-11-09 20:55:13+00:00,생목 노래 부르다 멜로디 호수 통통 튕기 상큼 느낌 들다 역시 악뮤 명불허전,neutral
찬혁이 이대로만 가자,2023-11-08 23:11:19+00:00,찬혁 이대 로만 가다,neutral
재슥아 저런 약쟁이시키를 왜 게스트로 경찰들아 저거 약 검사해봐라 분명이 약했다,2023-11-06 09:52:18+00:00,재슥 저런 게스트 경찰 검사 해보다 분명 약하다,negative
남매가 재미지다..,2023-11-05 04:52:01+00:00,남매 재미 지다,neutral
수현이 음색은. 진짜 독보적이야~~,2023-11-04 20:51:14+00:00,수현 음색 독보,negative
"너무 좋아하는 뮤지션
사랑합니당",2023-11-04 16:12:38+00:00,좋아하다 뮤지션 사랑,positive
악뮤 응원한다....  진심...,2023-11-04 13:01:59+00:00,악뮤 응원 진심,positive
찬혁아 하고 싶은거 다해 ㅋㅋㅋㅋㅋㅋ,2023-11-04 01:37:28+00:00,찬혁 싶다 다해 ㅋㅋㅋ,negative
수현이 너무 귀엽당... ㅎㅎㅎㅎㅎㅎㅎㅎㅎ,2023-11-04 01:29:44+00:00,수현 귀엽다 ㅎㅎㅎ,positive
"우리나라의 보물 남매. 
오래오래 악뮤 노래 듣고 싶어요.
아프지말고 건강하게 ~'❤❤",2023-11-03 02:10:51+00:00,우리나라 보물 남매 오래오래 악뮤 노래 듣다 싶다 아프다 건강하다,positive
다햇~~!!약 빼곤 답~~~햇!!!,2023-11-02 13:40:32+00:00,햇약 빼다 답햇,neutral
약은 삼키지 말자,2023-11-02 01:02:43+00:00,삼키다,neutral
지금은 좋은데 계속 좋은방향으로 유니크해지세요~~ 잘못하면 지디가 아니라 조영남됩니다 조심~^^ 지금은 찬혁팬❤,2023-11-01 00:26:27+00:00,지금 좋다 계속 좋다 방향 유니크 잘못 아니다 조영남 조심 지금 찬혁팬,positive
프로그램 나오는 소감이 한줄을 쓰겠구나ㅎㅎㅎㅎㅎ너무 유쾌하게 사시는 찬혁님!♡.♡,2023-10-31 04:12:02+00:00,프로그램 나오다 소감 쓰다 ㅎㅎㅎ 유쾌하다 사시 찬혁님,positive
저것도 지디처럼 약빤거같은디,2023-10-31 04:03:15+00:00,빨다,neutral
"찬혁이 마약했노,,, gd를 삼키다니,,,",2023-10-29 18:38:33+00:00,찬혁 마약 삼키다,negative
빨리 썸낼 바꿔야…,2023-10-29 09:14:33+00:00,빨리 썸낼 바꾸다,positive
이제 뱉어 퉤퉤,2023-10-26 19:37:10+00:00,뱉다 퉤퉤,neutral
이제 찬혁이한테 gd삼켰다는 말은 하지말자. 욕이다 욕,2023-10-26 09:38:36+00:00,찬혁이 삼키다,neutral
오늘따라 알고리즘 gd 찬혁 왜케 뜨노,2023-10-26 06:23:40+00:00,오늘 따르다 알고리즘 찬혁 이렇게 뜨다,neutral
"내가 젤 좋아하는 가수~~
그 누구와도 비교가 안되요
부모님이. 정말 잘 키우셨어요.  무엇보다 성형을 안해서 너~~~~무 좋아. 자신들만의 개성❤❤❤",2023-10-26 01:17:00+00:00,좋아하다 가수 비교 안되다 부모님 자다 키우다 성형 안해 좋다 개성,positive
악뮤 두분 아무리봐도 귀요미 입니다 ~^^,2023-10-25 22:47:12+00:00,악뮤 아무리 보다 귀요미,positive
악동뮤지션에 악동컨셉을 점점 잡아가는중인 이찬혁. 😂😂😂,2023-10-25 11:36:36+00:00,악동뮤지션 악동 컨셉 점점 잡아가다 중인 이찬혁,neutral
아유 애들이 되게 철들었네… 멋있다.,2023-10-25 11:28:09+00:00,아유 되게 들다 멋있다,positive
공기를 앞 순서로 ???? ㅋㅋㅋㅋㅋㅋㅋㅋ 와 진짜 ㅋㅋㅋㅋㅋㅋㅋ,2023-10-25 04:14:54+00:00,공기 순서 ㅋㅋㅋ 오다 ㅋㅋㅋ,neutral
가능해... 이찬혁 가능해!,2023-10-24 13:02:02+00:00,가능하다 이찬혁 가능하다,positive
찬혁아 내가 써도 될까? ㅋ,2023-10-23 16:26:54+00:00,찬혁 써다,neutral
살좀빼라 살 대박이네,2023-10-21 23:17:04+00:00,살좀빼 대박,positive
"찬혁 정말 멋진 남자!!!
조용한 말투 동생을 사랑하는 맘이...넘 감동",2023-10-21 12:10:00+00:00,찬혁 멋지다 남자 조용하다 말투 동생 사랑 넘다 감동,positive
